4607012350992,גרעינים מרטין 100ג פרוטרי,6.44,5.46,106.174,218.00,121,21561,32,1
4820002710860,אובולון פשיניצ'ניה,15.00,12.74,10.064,218.00,232,4894765,18,1
5411188110835,אלפרו אלמונד שקדים,15.50,13.17,9.139,217.00,121,21561,55,1
7290003514182,לבבות,2.00,1.70,0.911,216.00,121,21561,55,1
7290006807410,לחם כוסמת,7.00,5.94,0.000,215.00,121,21561,56,1
7290001247129,ספרינג תפוזים,5.00,4.25,41.504,214.00,1,1,26,1
7290000150956,מקלוני קבנוס 160 גרם,10.90,9.26,7.041,214.00,1,1,14,1
7290000514307,אפונה וגזר תמי,4.50,3.82,2.806,214.00,1,1,12,1
01230234,כאמל סופט,29.00,24.63,22.977,213.00,101,1,10,1
02814928,פרלמינט קצר רגיל,33.99,28.87,26.917,213.00,101,1,20,1
7290003224463,פלמני אוקראינסקי מאמאמרי,22.00,18.68,13.196,213.00,121,21561,24,1
7290000040066,יופלה פירות,4.80,4.08,3.360,213.00,1,1,4,1
7290005369476,פול מצרי קריספי,4.50,3.82,2.974,213.00,121,21561,12,1
7290001247068,ספרינג תות בננה,5.00,4.25,47.131,212.00,1,1,26,1
7290003029181,שוקו יטבתה ליטר,12.00,10.20,8.377,212.00,1,1,5,1
7290003667109,פאנטה אורנג' 1.5 ל,7.52,6.40,5.300,212.00,1,1,41,1
5410033851459,ילו לייבל תה,15.50,13.18,10.192,212.00,1,1,12,1
7290003029433,שוקו פקק יטבתה,5.50,4.67,3.720,210.00,1,1,5,1
7290014758681,קוטג 1,6.30,5.34,4.386,210.00,121,21561,4,1
7290000110073,מחמאה,5.00,4.24,3.500,209.00,1,1,31,1
7290006337498,פילמני סיבירסקי,14.00,11.88,8.600,209.00,121,21561,16,1
7290003514168,קראנציוס,2.00,1.70,0.993,208.00,121,21561,55,1
7290004122119,פתיתי פרמזן,11.50,9.77,8.010,208.00,1,1,4,1
7290004130916,יופלה פירות יער בשמנת,4.80,4.08,3.360,207.00,1,1,4,1
7290010237890,בירה היינקן 500 מ''ל,12.50,10.61,5.775,207.00,241,21561,12,1
7290014791336,מים קטן,5.22,4.43,0.000,206.00,121,21561,1,1
7290006807007,לחם אפור כפרי,13.00,11.05,0.000,206.00,241,21561,999999,1
7290006337108,סלט חזרת,7.50,6.37,4.500,206.00,121,21561,16,1
7290001419779,ופלים שוקולד,3.00,2.54,0.892,205.00,1,1,12,1
02881920,מרלברו לייט ארוך,31.40,26.65,24.840,204.00,101,1,20,1
7290006376046,סוכר דמררה אמיתי,11.00,9.34,6.615,203.00,121,21561,29,1
02812522,פרלמינט ארוך בוקס,34.09,28.99,26.999,201.00,101,1,20,1
7290000334912,צ'יפסים טוגן,12.00,10.19,6.753,201.00,64,1,14,1
7290003321155,דנונה בר פקאן,5.00,4.25,3.130,200.00,1,1,5,1
