231,מוצרי יסוד
17,ממתקים במשקל
37,רטבים\,שמנים
38,סלטים
40,לחמים
56,מכולת
64,קפואים
66,חלבייה
67,חטיפים
68,ממתקים
73,משקאות
74,גלידות
76,משקאות חריפים
77,קטניות
90,תבלינים
91,סירופים
94,שימורים
96,קפה
101,סיגריות
104,כלי בית
121,דגני בקר
145,טואלטיקה
146,חומרי נקוי
216,כלים חד פעמיים
232,בירה
233,פסטרמה ונקניקיות ארו
225,עוגיות שקיל
1,כללי
